seed,initial_x,env_reward,other_reward,reward,duration,loss,loss_RND
690247382,-0.4613572359085083,-200.0,41.77576557455898,-158.2242344254411,200,0.04939426594413817,5.899369625694817e-08
1964161650,-0.5304598212242126,-200.0,-56.17295088765708,-256.17295088765707,200,0.05938695133663714,8.97523092535657e-08
1488736618,-0.584270179271698,-200.0,-55.084724359672514,-255.0847243596725,200,0.07579037316143512,1.0507005213433729e-07
1795402960,-0.5555633306503296,-200.0,-57.109766882659734,-257.1097668826597,200,0.10343799114227295,4.9297312716412024e-08
527419704,-0.49461784958839417,-200.0,-56.424355987554215,-256.4243559875541,200,0.09980090242810548,8.771657433959134e-08
745675754,-0.4138346016407013,-200.0,-45.73995734412549,-245.73995734412551,200,0.09935705699026584,7.626157297435654e-08
1630510830,-0.44775211811065674,-200.0,-52.18182402419711,-252.18182402419708,200,0.11937573429197074,8.408328523445974e-08
1310253044,-0.4041285216808319,-200.0,-50.41028719606643,-250.41028719606635,200,0.10209890980273485,5.3834562971921687e-08
1990267217,-0.578921377658844,-200.0,213.3595506393303,13.359550639330372,200,0.11180647019296884,7.535884279263882e-08
1428008295,-0.5454251170158386,-200.0,78.30043931489402,-121.69956068510601,200,0.10398714805021882,7.208723077134493e-08
1285815472,-0.5949474573135376,-200.0,-52.773501557411386,-252.77350155741127,200,0.08456048220396042,1.0783058705277071e-07
1006175872,-0.4281012713909149,-200.0,53.171606698145034,-146.82839330185504,200,0.08165384506806732,9.745621015966321e-08
1057089811,-0.49033933877944946,-200.0,5.288557747719405,-194.71144225228065,200,0.09058852331712842,6.374517730556306e-08
178235596,-0.5026882290840149,-200.0,123.52604739982021,-76.47395260017989,200,0.16212936042807996,1.240462698903766e-07
